"RowId","YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","DataValueTypeID","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","Geolocation","ClassID","TopicID","QuestionID","LocationID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2"
"BRFSS~2015~2015~13~Q31~TCC02~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Cognitive Decline","Functional difficulties associated with subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores","%","PRCTG","Percentage","46.8","46.8",,,"35.8","58.0","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C06","TCC02","Q31","13","AGE","5064","RACE","WHT"
"BRFSS~2015~2015~13~Q01~TNC01~AGE~OVERALL","2015","2015","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 2 or more fruits daily","Percentage of older adults who are eating 2 or more fruits daily","%","PRCTG","Percentage","25.3","25.3",,,"22.7","28.1","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C02","TNC01","Q01","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2015~2015~13~Q08~TOC01~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","6.8","6.8",,,"5.1","8.5","Age Group","65 years or older","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","65PLUS","RACE","BLK"
"BRFSS~2015~2015~13~Q13~TNC04~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","36.4","36.4",,,"29.7","43.7","Age Group","65 years or older","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","65PLUS","RACE","BLK"
"BRFSS~2015~2015~13~Q45~TOC13~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Overall Health","Fair or poor health among older adults with arthritis","Fair or poor health among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage","46.4","46.4",,,"39.5","53.5","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC13","Q45","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2015~2015~13~Q32~TOC07~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Overall Health","Self-rated health (fair to poor health)","Percentage of older adults who self-reported that their health is ""fair"" or ""poor""","%","PRCTG","Percentage","32.5","32.5",,,"28.1","37.1","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC07","Q32","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2015~2015~13~Q01~TNC01~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 2 or more fruits daily","Percentage of older adults who are eating 2 or more fruits daily","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC01","Q01","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2015~2015~13~Q35~TOC03~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2015~2015~13~Q45~TOC13~AGE~OVERALL","2015","2015","GA","Georgia","BRFSS","Overall Health","Fair or poor health among older adults with arthritis","Fair or poor health among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage","44.9","44.9",,,"39.9","50.0","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC13","Q45","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2015~2015~13~Q41~TCC03~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Cognitive Decline","Need assistance with day-to-day activities because of subjective cognitive decline or memory loss","Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities","%","PRCTG","Percentage",,,"~","No Data Available",,,"Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C06","TCC03","Q41","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2015~2015~13~Q43~TOC11~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Overall Health","Arthritis among older adults","Percentage of older adults ever told they have arthritis","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC11","Q43","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2015~2015~13~Q18~TSC08~AGE~SEX","2015","2015","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","35.9","35.9",,,"31.2","41.0","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","5064","SEX","MALE"
"BRFSS~2015~2015~13~Q08~TOC01~AGE~SEX","2015","2015","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","5.4","5.4",,,"4.4","6.5","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2015~2015~13~Q41~TCC03~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Cognitive Decline","Need assistance with day-to-day activities because of subjective cognitive decline or memory loss","Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C06","TCC03","Q41","13","AGE","5064","RACE","NAA"
"BRFSS~2015~2015~13~Q21~TAC03~AGE~SEX","2015","2015","GA","Georgia","BRFSS","Smoking and Alcohol Use","Binge drinking within past 30 days","Percentage of older adults who reported binge drinking within the past 30 days","%","PRCTG","Percentage","6.0","6.0",,,"3.9","9.1","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C04","TAC03","Q21","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2015~2015~13~Q04~TOC04~AGE~SEX","2015","2015","GA","Georgia","BRFSS","Overall Health","Taking medication for high blood pressure","Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure","%","PRCTG","Percentage","95.2","95.2",,,"93.0","96.8","Age Group","65 years or older","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C01","TOC04","Q04","13","AGE","65PLUS","SEX","FEMALE"
"BRFSS~2015~2015~13~Q02~TNC02~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 3 or more vegetables daily","Percentage of older adults who are eating 3 or more vegetables daily","%","PRCTG","Percentage","12.7","12.7",,,"9.0","17.8","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC02","Q02","13","AGE","5064","RACE","BLK"
"BRFSS~2015~2015~13~Q35~TOC03~AGE~SEX","2015","2015","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean","7.6","7.6",,,"6.4","8.9","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","5064","SEX","FEMALE"
"BRFSS~2015~2015~13~Q30~TCC01~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Cognitive Decline","Subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C06","TCC01","Q30","13","AGE","5064","RACE","HIS"
"BRFSS~2015~2015~13~Q18~TSC08~AGE~OVERALL","2015","2015","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","38.3","38.3",,,"35.1","41.6","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2015~2015~13~Q19~TSC04~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Screenings and Vaccines","Diabetes screening within past 3 years","Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC04","Q19","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2015~2015~13~Q19~TSC04~AGE~OVERALL","2015","2015","GA","Georgia","BRFSS","Screenings and Vaccines","Diabetes screening within past 3 years","Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years","%","PRCTG","Percentage","67.6","67.6",,,"65.0","70.2","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC04","Q19","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2015~2015~13~Q44~TOC12~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Overall Health","Severe joint pain among older adults with arthritis","Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C01","TOC12","Q44","13","AGE","5064","RACE","NAA"
"BRFSS~2015~2015~13~Q31~TCC02~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Cognitive Decline","Functional difficulties associated with subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores","%","PRCTG","Percentage",,,"~","No Data Available",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C06","TCC02","Q31","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2015~2015~13~Q35~TOC03~AGE~OVERALL","2015","2015","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean","7.8","7.8",,,"6.9","8.8","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2015~2015~13~Q45~TOC13~AGE~SEX","2015","2015","GA","Georgia","BRFSS","Overall Health","Fair or poor health among older adults with arthritis","Fair or poor health among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage","47.8","47.8",,,"39.3","56.5","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC13","Q45","13","AGE","5064","SEX","MALE"
"BRFSS~2015~2015~13~Q14~TSC06~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Screenings and Vaccines","Cholesterol checked in past 5 years","Percentage of older adults who had a cholesterol screening within the past 5 years","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC06","Q14","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2015~2015~13~Q42~TCC04~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Cognitive Decline","Talked with health care professional about subjective cognitive decline or memory loss","Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C06","TCC04","Q42","13","AGE","5064","RACE","NAA"
"BRFSS~2015~2015~13~Q18~TSC08~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","40.7","40.7",,,"35.8","45.7","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2015~2015~13~Q13~TNC04~AGE~SEX","2015","2015","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","36.8","36.8",,,"32.0","41.9","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","5064","SEX","MALE"
"BRFSS~2015~2015~13~Q16~TNC03~AGE~SEX","2015","2015","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","No leisure-time physical activity within past month","Percentage of older adults who have not had any leisure time physical activity in the past month","%","PRCTG","Percentage","36.0","36.0",,,"32.4","39.9","Age Group","65 years or older","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C02","TNC03","Q16","13","AGE","65PLUS","SEX","FEMALE"
"BRFSS~2015~2015~13~Q42~TCC04~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Cognitive Decline","Talked with health care professional about subjective cognitive decline or memory loss","Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it","%","PRCTG","Percentage","48.7","48.7",,,"40.9","56.5","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C06","TCC04","Q42","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2015~2015~13~Q03~TMC01~AGE~RACE","2015","2015","GA","Georgia","BRFSS","Mental Health","Frequent mental distress","Percentage of older adults who are experiencing frequent mental distress","%","PRCTG","Percentage",,,"~","No Data Available",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C05","TMC01","Q03","13","AGE","AGE_OVERALL","RACE","ASN"
